Date,Country,Population,Total Tests,Total Cases,Total Deaths,Total Recovered,Serious or Critical,Active Cases
2020-04-28,Tunisia,11803787,21477,975,40,279,18,656
2020-04-28,Guinea-Bissau,1962083,1500,73,1,18,,54
2020-04-28,Latvia,1888464,51561,836,13,267,4,556
2020-04-28,Sri Lanka,21402783,17715,619,7,134,2,478
2020-04-28,Albania,2878155,7758,750,30,431,4,289
2020-04-28,Lebanon,6828869,30879,717,24,145,44,548
2020-04-28,Cyprus,1206320,53219,837,15,148,15,674
2020-04-28,Kenya,53621669,17992,374,14,124,2,236
2020-04-28,Niger,24088734,5116,709,31,403,,275
2020-04-28,Mali,20174887,2172,424,24,122,,278
2020-04-28,Costa Rica,5088572,12729,705,6,306,8,393
2020-04-28,Burkina Faso,20829100,,638,42,476,,120
2020-04-28,Paraguay,7121943,8444,230,9,95,1,126
2020-04-28,Andorra,77251,1673,743,41,398,17,304
2020-04-28,Zambia,18317156,5284,95,3,42,1,50
2020-04-28,Uruguay,3472331,17505,620,15,386,11,219
2020-04-28,Equatorial Guinea,1396874,854,315,1,9,,305
2020-04-28,Georgia,3990035,11504,511,6,168,6,337
2020-04-28,San Marino,33923,2170,553,41,64,5,448
2020-04-28,Jordan,10191015,63737,449,8,348,5,93
2020-04-28,Venezuela,28445034,440966,329,10,142,3,177
2020-04-28,Malta,441407,30528,458,4,303,1,151
2020-04-28,Channel Islands,173672,5342,530,36,352,,142
2020-04-28,Haiti,11385726,776,76,6,8,,62
2020-04-28,Jamaica,2959659,3621,364,7,29,3,328
2020-04-28,Chad,16364523,,52,2,19,,31
2020-04-28,Sierra Leone,7956645,,104,4,12,,88
2020-04-28,Tanzania,59512999,,299,10,48,7,241
2020-04-28,Réunion,894557,,418,,300,2,118
2020-04-28,Taiwan,23811805,61684,429,6,307,,116
2020-04-28,Congo,5500730,,207,8,19,,180
2020-04-28,Palestine,5086351,27000,343,2,71,,270
2020-04-28,Nepal,29071791,54826,54,,16,,38
2020-04-28,Ethiopia,114599417,15668,126,3,50,,73
2020-04-28,Benin,12082333,,64,1,33,,30
2020-04-28,Isle of Man,84980,2986,309,21,252,22,36
2020-04-28,Mauritius,1271525,14445,334,10,303,3,21
2020-04-28,Togo,8254058,6234,99,6,63,,30
2020-04-28,Cabo Verde,555261,791,114,1,2,,111
2020-04-28,CAR,4819377,,50,,10,,40
2020-04-28,Montenegro,628057,6864,321,7,199,7,115
2020-04-28,Vietnam,97234232,212965,270,,225,8,45
2020-04-28,Madagascar,27599599,2357,128,,82,1,46
2020-04-28,Rwanda,12911155,8464,212,,95,,117
2020-04-28,South Sudan,11177895,,34,,,,34
2020-04-28,Uganda,45550580,27432,79,,52,,27
2020-04-28,Sao Tome and Principe,218653,19,8,,4,,4
2020-04-28,Liberia,5042565,,141,16,45,,80
2020-04-28,French Guiana,297687,,125,1,93,,31
2020-04-28,Eswatini,1158724,714,71,1,10,,60
2020-04-28,Martinique,375298,,175,14,83,5,78
2020-04-28,Myanmar,54366792,7215,150,5,16,,129
2020-04-28,Faeroe Islands,48841,6730,187,,181,,6
2020-04-28,Guadeloupe,400116,,149,12,82,11,55
2020-04-28,Gibraltar,33692,2198,141,,131,,10
2020-04-28,Mozambique,31141818,1688,76,,12,,64
2020-04-28,Brunei,436979,13263,138,1,124,2,13
2020-04-28,Mongolia,3271795,7292,38,,10,,28
2020-04-28,Yemen,29742981,120,1,,1,,0
2020-04-28,Bermuda,62304,1682,110,6,44,10,60
2020-04-28,Guyana,786108,464,74,8,15,5,51
2020-04-28,Cambodia,16690788,11721,122,,119,1,3
2020-04-28,Trinidad and Tobago,1398962,1596,116,8,59,,49
2020-04-28,Aruba,106713,1649,100,2,73,4,25
2020-04-28,Monaco,39209,,95,4,50,1,41
2020-04-28,Bahamas,392795,,80,11,23,1,46
2020-04-28,Cayman Islands,65629,1148,70,1,10,3,59
2020-04-28,Barbados,287335,1930,80,6,39,4,35
2020-04-28,Liechtenstein,38115,900,82,1,55,,26
2020-04-28,Mauritania,4633922,1032,7,1,6,,0
2020-04-28,Sint Maarten,42817,302,75,13,33,7,29
2020-04-28,Malawi,19066433,690,36,3,5,1,28
2020-04-28,Libya,6859926,1623,61,2,18,,41
2020-04-28,French Polynesia,280717,2345,58,,49,1,9
2020-04-28,Syria,17446406,,43,3,21,,19
2020-04-28,Angola,32731783,,27,2,6,,19
2020-04-28,Zimbabwe,14836491,6834,32,4,5,,23
2020-04-28,Macao,648258,,45,,32,1,13
2020-04-28,Burundi,11844472,284,11,1,4,,6
2020-04-28,Saint Martin,38585,,38,3,24,3,11
2020-04-28,Eritrea,3540444,,39,,19,,20
2020-04-28,Nicaragua,6615040,,13,3,7,,3
2020-04-28,Antigua and Barbuda,97833,113,24,3,11,1,10
2020-04-28,Botswana,2345678,6016,23,1,,,22
2020-04-28,Gambia,2407856,401,10,1,8,,1
2020-04-28,Timor-Leste,1315315,322,24,,6,,18
2020-04-28,Grenada,112462,175,18,,7,4,11
2020-04-28,Bhutan,770586,9865,7,,5,,2
2020-04-28,Laos,7262665,1815,19,,7,,12
2020-04-28,Belize,396732,936,18,2,6,1,10
2020-04-28,Fiji,895677,1007,18,,12,,6
2020-04-28,New Caledonia,285170,4456,18,,17,1,1
2020-04-28,Saint Lucia,183529,446,15,,15,,0
2020-04-28,St. Vincent Grenadines,110899,108,15,,8,,7
2020-04-28,Curaçao,164015,304,16,1,11,,4
2020-04-28,Dominica,71965,383,16,,13,,3
2020-04-28,Namibia,2535193,704,16,,8,,8
2020-04-28,Saint Kitts and Nevis,53155,293,15,,4,,11
2020-04-28,Falkland Islands,3467,353,13,,11,,2
2020-04-28,Turks and Caicos,38653,83,12,1,5,,6
2020-04-28,Vatican City,801,,10,,2,,8
2020-04-28,Comoros,867268,,,,,,
2020-04-28,Montserrat,4992,36,11,1,2,1,8
2020-04-28,Suriname,586006,404,10,1,7,,2
2020-04-28,Greenland,56759,1200,11,,11,,0
2020-04-28,Seychelles,98275,,11,,6,,5
2020-04-28,British Virgin Islands,30207,,6,1,3,,2
2020-04-28,Papua New Guinea,8925907,604,8,,,,8
2020-04-28,Caribbean Netherlands,26194,110,5,,,,5
2020-04-28,St. Barth,9874,,6,,6,,0
2020-04-28,Western Sahara,595462,,6,,5,,1
2020-04-28,Anguilla,14987,,3,,3,,0
2020-04-28,Lesotho,2140235,,,,,,
2020-04-28,Saint Pierre Miquelon,5797,,1,,,,1
2020-04-29,USA,330774664,6139911,1064194,61656,147411,18671,855127
2020-04-29,Russia,145927292,3303717,99399,972,10286,2300,88141
2020-04-29,Spain,46752703,1414477,236899,24275,132929,7764,79695
2020-04-29,Brazil,212380932,339552,79361,5511,34132,8318,39718
2020-04-29,UK,67844241,818539,165221,26097,,1559,138780
2020-04-29,Italy,60471924,1910761,203591,27682,71252,1795,104657
2020-04-29,France,65256826,463662,166420,24087,48228,4207,94105
2020-04-29,Germany,83752855,2547052,161539,6467,120400,2415,34672
2020-04-29,Turkey,84230075,991613,117589,3081,44040,1574,70468
2020-04-29,Iran,83862642,453386,93657,5957,73791,2965,13909
2020-04-29,India,1378381772,770764,33062,1079,8437,,23546
2020-04-29,Peru,32915899,296262,33931,943,10037,623,22951
2020-04-29,China,1439323776,,82858,4633,77578,50,647
2020-04-29,Canada,37702769,754800,51597,2996,20327,557,28274
2020-04-29,Saudi Arabia,34747330,200000,21402,157,2953,125,18292
2020-04-29,Belgium,11583739,226724,47859,7501,11283,797,29075
2020-04-29,Mexico,128770253,77005,16752,1569,11423,378,3760
2020-04-29,Chile,19096687,172619,14885,216,8057,377,6612
2020-04-29,Netherlands,17130492,213372,38802,4711,,804,33841
2020-04-29,Pakistan,220356788,165911,15525,343,3425,111,11757
2020-04-29,Qatar,2875047,91415,12564,10,1243,72,11311
2020-04-29,Ecuador,17610231,61529,24675,883,1557,146,22235
2020-04-29,Switzerland,8647139,260500,29407,1716,22600,185,5091
2020-04-29,Belarus,9449678,168986,13181,84,2072,92,11025
2020-04-29,Sweden,10091856,119500,20302,2462,1005,479,16835
2020-04-29,Portugal,10200063,379551,24505,973,1470,169,22062
2020-04-29,Singapore,5844888,143919,15641,14,1188,22,14439
2020-04-29,Ireland,4931150,153954,20253,1190,13386,129,5677
2020-04-29,UAE,9875965,1122000,11929,98,2329,1,9502
2020-04-29,Bangladesh,164493041,59701,7103,163,150,1,6790
2020-04-29,Poland,37851327,324527,12640,624,3025,160,8991
2020-04-29,Ukraine,43762985,104544,9866,250,1103,129,8513
2020-04-29,Indonesia,273176544,86985,9771,784,1391,,7596
2020-04-29,Romania,19251921,166993,11978,693,3569,247,7716
2020-04-29,Israel,8638917,364467,15834,215,8233,115,7386
2020-04-29,South Africa,59218133,197127,5350,103,2073,36,3174
2020-04-29,Japan,126520115,164255,13895,413,2368,306,11114
2020-04-29,Colombia,50817787,95085,6207,278,1411,118,4518
2020-04-29,Austria,9000366,247754,15402,580,12779,131,2043
2020-04-29,Kuwait,4262847,179000,3740,24,1389,66,2327
2020-04-29,Egypt,102094004,90000,5268,380,1335,,3553
2020-04-29,Dominican Republic,10834889,25368,6652,293,1228,144,5131
2020-04-29,Philippines,109403890,98941,8212,558,1023,31,6631
2020-04-29,S. Korea,51264120,614197,10761,246,8922,55,1593
2020-04-29,Denmark,5789832,180062,9008,443,6366,66,2199
2020-04-29,Serbia,8741321,78942,8724,173,1292,78,7259
2020-04-29,Panama,4306425,28795,6200,176,484,89,5540
2020-04-29,Czechia,10706690,234985,7579,227,3108,71,4244
2020-04-29,Argentina,45146322,56058,4285,214,1192,144,2879
2020-04-29,Norway,5416217,169124,7710,207,32,40,7471
2020-04-29,Algeria,43752773,6500,3848,444,1702,22,1702
2020-04-29,Bahrain,1693667,126905,2921,8,1455,1,1458
2020-04-29,Afghanistan,38817349,9000,1939,60,252,7,1627
2020-04-29,Australia,25464216,544410,6746,89,5667,38,990
2020-04-29,Morocco,36857758,32930,4321,168,928,1,3225
2020-04-29,Malaysia,32315733,160296,5945,100,4087,40,1758
2020-04-29,Kazakhstan,18749587,232415,3138,25,819,41,2294
2020-04-29,Finland,5539729,89800,4906,206,2800,51,1900
2020-04-29,Nigeria,205486161,12828,1728,51,307,2,1370
2020-04-29,Moldova,4035024,11763,3771,111,1114,212,2546
2020-04-29,Ghana,30991423,100622,1671,16,188,4,1467
2020-04-29,Oman,5089968,,2274,10,364,3,1900
2020-04-29,Armenia,2962604,20189,1932,30,900,10,1002
2020-04-29,Bolivia,11653648,5791,1053,55,110,3,888
2020-04-29,Luxembourg,624724,41758,3769,89,3134,21,546
2020-04-29,Iraq,40108260,86708,2003,92,1346,,565
2020-04-29,Hungary,9663123,70300,2727,300,536,50,1891
2020-04-29,Cameroon,26461313,,1832,61,934,12,837
2020-04-29,Azerbaijan,10128288,137379,1766,23,1267,18,476
2020-04-29,Thailand,69779718,178083,2947,54,2665,61,228
2020-04-29,Greece,10428746,72130,2576,139,577,41,1860
2020-04-29,Guinea,13086759,,1351,7,313,,1031
2020-04-29,Uzbekistan,33409960,242536,2002,9,1096,8,897
2020-04-29,Honduras,9885245,3643,738,66,73,10,599
2020-04-29,Sudan,43719159,,375,28,32,,315
2020-04-29,Senegal,16687100,466,882,9,315,1,558
2020-04-29,Bosnia and Herzegovina,3283087,29130,1677,65,710,4,902
2020-04-29,Bulgaria,6954222,45208,1447,64,243,38,1140
2020-04-29,Croatia,4108081,34476,2062,67,1288,19,707
2020-04-29,Ivory Coast,26294743,,1238,14,557,,667
2020-04-29,Guatemala,17874358,7200,557,16,62,5,479
2020-04-29,Cuba,11327404,45344,1467,58,617,14,792
2020-04-29,North Macedonia,2083384,16050,1442,73,627,13,742
2020-04-29,Iceland,340982,47573,1797,10,1656,,131
2020-04-29,Estonia,1326433,51188,1666,50,236,10,1380
2020-04-29,Tajikistan,9510530,,,,,,
2020-04-29,Lithuania,2726360,118201,1375,45,563,17,767
2020-04-29,DRC,89204344,,491,30,59,,402
2020-04-29,Djibouti,986245,12985,1077,2,599,,476
2020-04-29,New Zealand,4817585,128703,1474,19,1229,1,226
2020-04-29,Slovakia,5459339,81338,1391,22,484,8,885
2020-04-29,Slovenia,2078905,51607,1418,89,230,25,1099
2020-04-29,Somalia,15835721,,582,28,20,2,534
2020-04-29,Gabon,2219053,724,276,3,67,1,206
2020-04-29,El Salvador,6482375,22593,377,9,106,3,262
2020-04-29,Mayotte,271976,2700,460,4,235,4,221
2020-04-29,Kyrgyzstan,6510930,50775,729,8,437,10,284
2020-04-29,Maldives,539365,5296,278,1,17,2,260
2020-04-29,Hong Kong,7489763,145640,1038,4,830,4,204
2020-04-29,Tunisia,11803787,22062,980,40,294,20,646
2020-04-29,Guinea-Bissau,1962083,1500,205,1,19,,185
2020-04-29,Latvia,1888464,54811,849,15,348,4,486
2020-04-29,Sri Lanka,21402783,17715,649,7,136,2,506
2020-04-29,Albania,2878155,8028,766,30,455,4,281
2020-04-29,Lebanon,6828869,32446,721,24,150,44,547
2020-04-29,Cyprus,1206320,53219,843,15,148,15,680
2020-04-29,Kenya,53621669,17992,384,15,129,2,240
2020-04-29,Niger,24088734,5148,713,32,435,,246
2020-04-29,Mali,20174887,2172,482,25,129,,328
2020-04-29,Costa Rica,5088572,13117,713,6,323,8,384
2020-04-29,Burkina Faso,20829100,,641,43,498,,100
2020-04-29,Paraguay,7121943,8891,239,9,102,1,128
2020-04-29,Andorra,77251,1673,743,42,423,17,278
2020-04-29,Zambia,18317156,5284,97,3,54,1,40
2020-04-29,Uruguay,3472331,18140,625,15,394,11,216
2020-04-29,Equatorial Guinea,1396874,854,315,1,9,,305
2020-04-29,Georgia,3990035,12593,517,6,178,6,333
2020-04-29,San Marino,33923,2235,563,41,69,6,453
2020-04-29,Jordan,10191015,63737,451,8,356,5,87
2020-04-29,Venezuela,28445034,458737,331,10,142,2,179
2020-04-29,Malta,441407,31736,463,4,339,1,120
2020-04-29,Channel Islands,173672,5342,537,38,386,,113
2020-04-29,Haiti,11385726,776,76,6,8,,62
2020-04-29,Jamaica,2959659,3993,396,7,29,3,360
2020-04-29,Chad,16364523,,52,2,19,,31
2020-04-29,Sierra Leone,7956645,,104,4,12,,88
2020-04-29,Tanzania,59512999,,480,16,167,7,297
2020-04-29,Réunion,894557,,420,,300,2,120
2020-04-29,Taiwan,23811805,62368,429,6,311,,112
2020-04-29,Congo,5500730,,207,8,19,,180
2020-04-29,Palestine,5086351,27000,344,2,71,,271
2020-04-29,Nepal,29071791,57189,57,,16,,41
2020-04-29,Ethiopia,114599417,16434,130,3,58,,69
2020-04-29,Benin,12082333,,64,1,33,,30
2020-04-29,Isle of Man,84980,3049,313,21,258,21,34
2020-04-29,Mauritius,1271525,14445,332,10,306,3,16
2020-04-29,Togo,8254058,6675,109,7,64,,38
2020-04-29,Cabo Verde,555261,791,114,1,2,,111
2020-04-29,CAR,4819377,,50,,10,,40
2020-04-29,Montenegro,628057,6864,322,7,203,2,112
2020-04-29,Vietnam,97234232,212965,270,,222,8,48
2020-04-29,Madagascar,27599599,3107,128,,90,1,38
2020-04-29,Rwanda,12911155,8464,225,,98,,127
2020-04-29,South Sudan,11177895,,34,,,,34
2020-04-29,Uganda,45550580,29279,81,,52,,29
2020-04-29,Sao Tome and Principe,218653,19,8,,4,,4
2020-04-29,Liberia,5042565,,141,16,45,,80
2020-04-29,French Guiana,297687,,125,1,93,,31
2020-04-29,Eswatini,1158724,714,91,1,10,,80
2020-04-29,Martinique,375298,,175,14,83,5,78
2020-04-29,Myanmar,54366792,7718,150,6,27,,117
2020-04-29,Faeroe Islands,48841,6851,187,,181,,6
2020-04-29,Guadeloupe,400116,,149,12,82,11,55
2020-04-29,Gibraltar,33692,2198,141,,131,,10
2020-04-29,Mozambique,31141818,1896,76,,12,,64
2020-04-29,Brunei,436979,13428,138,1,124,2,13
2020-04-29,Mongolia,3271795,7292,38,,10,,28
2020-04-29,Yemen,29742981,120,6,,1,,5
2020-04-29,Bermuda,62304,2197,111,6,48,10,57
2020-04-29,Guyana,786108,464,74,8,15,5,51
2020-04-29,Cambodia,16690788,11905,122,,119,1,3
2020-04-29,Trinidad and Tobago,1398962,1642,116,8,71,,37
2020-04-29,Aruba,106713,1649,100,2,73,4,25
2020-04-29,Monaco,39209,,95,4,58,1,33
2020-04-29,Bahamas,392795,,80,11,23,1,46
2020-04-29,Cayman Islands,65629,1535,73,1,10,3,62
2020-04-29,Barbados,287335,2005,80,7,39,4,34
2020-04-29,Liechtenstein,38115,900,82,1,55,,26
2020-04-29,Mauritania,4633922,1032,8,1,6,,1
2020-04-29,Sint Maarten,42817,302,75,13,33,7,29
2020-04-29,Malawi,19066433,744,36,3,7,1,26
2020-04-29,Libya,6859926,1623,61,2,18,,41
2020-04-29,French Polynesia,280717,2409,58,,50,1,8
2020-04-29,Syria,17446406,,43,3,21,,19
2020-04-29,Angola,32731783,,27,2,7,,18
2020-04-29,Zimbabwe,14836491,6834,32,4,5,,23
2020-04-29,Macao,648258,,45,,34,1,11
2020-04-29,Burundi,11844472,284,11,1,4,,6
2020-04-29,Saint Martin,38585,,38,3,24,3,11
2020-04-29,Eritrea,3540444,,39,,19,,20
2020-04-29,Nicaragua,6615040,,13,3,7,,3
2020-04-29,Antigua and Barbuda,97833,113,24,3,11,1,10
2020-04-29,Botswana,2345678,6016,23,1,5,,17
2020-04-29,Gambia,2407856,401,10,1,8,,1
2020-04-29,Timor-Leste,1315315,322,24,,6,,18
2020-04-29,Grenada,112462,1406,20,,13,4,7
2020-04-29,Bhutan,770586,9865,7,,5,,2
2020-04-29,Laos,7262665,1917,19,,7,,12
2020-04-29,Belize,396732,995,18,2,9,1,7
2020-04-29,Fiji,895677,1007,18,,12,,6
2020-04-29,New Caledonia,285170,4456,18,,17,1,1
2020-04-29,Saint Lucia,183529,446,17,,15,,2
2020-04-29,St. Vincent Grenadines,110899,108,16,,8,,8
2020-04-29,Curaçao,164015,343,16,1,13,,2
2020-04-29,Dominica,71965,383,16,,13,,3
2020-04-29,Namibia,2535193,704,16,,8,,8
2020-04-29,Saint Kitts and Nevis,53155,293,15,,4,,11
2020-04-29,Falkland Islands,3467,353,13,,11,,2
2020-04-29,Turks and Caicos,38653,83,12,1,5,,6
2020-04-29,Vatican City,801,,10,,2,,8
2020-04-29,Comoros,867268,,,,,,
2020-04-29,Montserrat,4992,36,11,1,2,1,8
2020-04-29,Suriname,586006,404,10,1,8,,1
2020-04-29,Greenland,56759,1200,11,,11,,0
2020-04-29,Seychelles,98275,,11,,6,,5
2020-04-29,British Virgin Islands,30207,,6,1,3,,2
2020-04-29,Papua New Guinea,8925907,604,8,,,,8
2020-04-29,Caribbean Netherlands,26194,110,5,,,,5
2020-04-29,St. Barth,9874,,6,,6,,0
2020-04-29,Western Sahara,595462,,6,,5,,1
2020-04-29,Anguilla,14987,,3,,3,,0
2020-04-29,Lesotho,2140235,,,,,,
2020-04-29,Saint Pierre Miquelon,5797,,1,,,,1
2020-04-30,USA,330774664,6391887,1095023,63856,152324,15226,878843
2020-04-30,Russia,145927292,3490000,106498,1073,11619,2300,93806
2020-04-30,Spain,46752703,1455306,239639,24543,137984,2676,77112
2020-04-30,Brazil,212380932,339552,85380,5901,35935,8318,43544
2020-04-30,UK,67844241,901905,171253,26771,,1559,144138
2020-04-30,Italy,60471924,1979217,205463,27967,75945,1694,101551
2020-04-30,France,65256826,724574,167178,24376,49476,4019,93326
2020-04-30,Germany,83752855,2547052,163009,6623,123500,2415,32886
2020-04-30,Turkey,84230075,1033617,120204,3174,48886,1514,68144
2020-04-30,Iran,83862642,463295,94640,6028,75103,2976,13509
2020-04-30,India,1378381772,830201,34863,1154,9068,,24641
2020-04-30,Peru,32915899,318252,36976,1051,10405,651,25520
2020-04-30,China,1439323776,,82862,4633,77610,41,619
2020-04-30,Canada,37702769,806449,53236,3184,21423,557,28629
2020-04-30,Saudi Arabia,34747330,200000,22753,162,3163,123,19428
2020-04-30,Belgium,11583739,237963,48519,7594,11576,769,29349
2020-04-30,Mexico,128770253,81912,17799,1732,11423,378,4644
2020-04-30,Chile,19096687,180517,16023,227,8580,392,7216
2020-04-30,Netherlands,17130492,219744,39316,4795,,783,34271
2020-04-30,Pakistan,220356788,174160,16473,361,4105,111,12007
2020-04-30,Qatar,2875047,94500,13409,10,1372,72,12027
2020-04-30,Ecuador,17610231,69054,24934,900,1558,146,22476
2020-04-30,Switzerland,8647139,266200,29586,1737,23400,167,4449
2020-04-30,Belarus,9449678,176625,14027,89,2386,92,11552
2020-04-30,Sweden,10091856,119500,21092,2586,1005,531,17501
2020-04-30,Portugal,10200063,395771,25045,989,1519,172,22537
2020-04-30,Singapore,5844888,143919,16169,15,1244,22,14910
2020-04-30,Ireland,4931150,153954,20612,1232,13386,123,5994
2020-04-30,UAE,9875965,1122000,12481,105,2429,1,9947
2020-04-30,Bangladesh,164493041,64666,7667,168,160,1,7339
2020-04-30,Poland,37851327,338027,12877,644,3236,160,8997
2020-04-30,Ukraine,43762985,111859,10406,261,1238,138,8907
2020-04-30,Indonesia,273176544,94599,10118,792,1522,,7804
2020-04-30,Romania,19251921,175374,12240,717,4017,221,7506
2020-04-30,Israel,8638917,364467,15946,222,8561,105,7163
2020-04-30,South Africa,59218133,207530,5647,103,2073,36,3471
2020-04-30,Japan,126520115,165609,14088,430,2460,308,11198
2020-04-30,Colombia,50817787,104657,6507,293,1439,118,4775
2020-04-30,Austria,9000366,256399,15452,584,12907,128,1961
2020-04-30,Kuwait,4262847,179000,4024,26,1539,66,2459
2020-04-30,Egypt,102094004,90000,5537,392,1381,,3764
2020-04-30,Dominican Republic,10834889,25368,6972,301,1301,144,5370
2020-04-30,Philippines,109403890,104146,8488,568,1043,31,6877
2020-04-30,S. Korea,51264120,619881,10765,247,9059,55,1459
2020-04-30,Denmark,5789832,193165,9158,452,6546,62,2160
2020-04-30,Serbia,8741321,85645,9009,179,1343,71,7487
2020-04-30,Panama,4306425,29837,6378,178,527,92,5673
2020-04-30,Czechia,10706690,242088,7682,236,3314,68,4132
2020-04-30,Argentina,45146322,58685,4428,218,1256,157,2954
2020-04-30,Norway,5416217,172586,7738,210,32,37,7496
2020-04-30,Algeria,43752773,6500,4006,450,1779,22,1777
2020-04-30,Bahrain,1693667,129694,3040,8,1500,1,1532
2020-04-30,Afghanistan,38817349,10022,2171,64,260,7,1847
2020-04-30,Australia,25464216,563641,6754,92,5715,34,947
2020-04-30,Morocco,36857758,34841,4423,170,984,1,3269
2020-04-30,Malaysia,32315733,160296,6002,102,4171,40,1729
2020-04-30,Kazakhstan,18749587,249527,3402,25,866,41,2511
2020-04-30,Finland,5539729,93900,4995,211,3000,48,1784
2020-04-30,Nigeria,205486161,12828,1932,58,319,2,1555
2020-04-30,Moldova,4035024,11763,3897,116,1182,237,2599
2020-04-30,Ghana,30991423,113497,2074,17,212,4,1845
2020-04-30,Oman,5089968,40459,2348,11,495,17,1842
2020-04-30,Armenia,2962604,21125,2066,32,929,10,1105
2020-04-30,Bolivia,11653648,5791,1110,59,117,3,934
2020-04-30,Luxembourg,624724,42643,3784,90,3213,23,481
2020-04-30,Iraq,40108260,92061,2085,93,1375,,617
2020-04-30,Hungary,9663123,72951,2775,312,581,54,1882
2020-04-30,Cameroon,26461313,,1832,61,934,12,837
2020-04-30,Azerbaijan,10128288,143079,1804,24,1325,17,455
2020-04-30,Thailand,69779718,178083,2954,54,2687,61,213
2020-04-30,Greece,10428746,75170,2591,140,1374,38,1077
2020-04-30,Guinea,13086759,,1495,7,329,,1159
2020-04-30,Uzbekistan,33409960,242536,2039,9,1133,8,897
2020-04-30,Honduras,9885245,3643,771,71,79,10,621
2020-04-30,Sudan,43719159,,442,31,39,,372
2020-04-30,Senegal,16687100,466,933,9,334,1,590
2020-04-30,Bosnia and Herzegovina,3283087,30793,1757,69,727,4,961
2020-04-30,Bulgaria,6954222,45208,1506,66,266,40,1174
2020-04-30,Croatia,4108081,36221,2076,69,1348,20,659
2020-04-30,Ivory Coast,26294743,9657,1275,14,574,,687
2020-04-30,Guatemala,17874358,7200,585,16,65,5,504
2020-04-30,Cuba,11327404,47347,1501,61,681,10,759
2020-04-30,North Macedonia,2083384,16050,1465,77,738,13,650
2020-04-30,Iceland,340982,48413,1797,10,1670,,117
2020-04-30,Estonia,1326433,52741,1689,52,249,9,1388
2020-04-30,Tajikistan,9510530,,15,,,,15
2020-04-30,Lithuania,2726360,125555,1385,45,589,17,751
2020-04-30,DRC,89204344,,572,31,65,,476
2020-04-30,Djibouti,986245,13422,1089,2,642,,445
2020-04-30,New Zealand,4817585,134570,1476,19,1241,1,216
2020-04-30,Slovakia,5459339,85922,1396,23,524,8,849
2020-04-30,Slovenia,2078905,52948,1429,91,233,22,1105
2020-04-30,Somalia,15835721,,601,28,31,2,542
2020-04-30,Gabon,2219053,724,276,3,67,1,206
2020-04-30,El Salvador,6482375,24057,395,10,119,3,266
2020-04-30,Mayotte,271976,3000,539,4,235,4,300
2020-04-30,Kyrgyzstan,6510930,51472,746,8,462,12,276
2020-04-30,Maldives,539365,8008,468,1,17,2,450
2020-04-30,Hong Kong,7489763,154989,1038,4,846,4,188
2020-04-30,Tunisia,11803787,22957,994,41,305,24,648
2020-04-30,Guinea-Bissau,1962083,1500,205,1,19,,185
2020-04-30,Latvia,1888464,57886,858,15,348,3,495
2020-04-30,Sri Lanka,21402783,21157,663,7,154,1,502
